PK_RamoAtividade;cd_ramo_atividade;de_ramo_atividade;Ramo_de_Atividade;divisoes;Divisao_2digitos_Cnae
37213;1822901;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
22032;9313100;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93
36923;9001903;PRODUCAO DE ESPETACULOS DE DANCA;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
24374;4299501;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;;OBRAS DE INFRA-ESTRUTURA;42
28405;0162899;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
36223;5822100;EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;58
36221;5822100;EDICAO INTEGRADA A IMPRESSAO DE JORNAIS;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;58
11181;4757100;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;;COMÉRCIO VAREJISTA;47
37869;9103100;ATIVIDADES DE JARDINS BOTANICOS, ZOOLOGICOS, PARQUES NACIONAIS, RESERVAS ECOLOGICAS E AREAS DE PROTECAO AMBIENTAL;;ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL;91
7601;4751200;INSTALACAO E MANUTENCAO ELETRICA;;COMÉRCIO VAREJISTA;47
36218;5819100;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;58
21999;9329801;MOTEIS;;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93
28342;0122900;ATIVIDADES PAISAGISTICAS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28419;0133405;CULTIVO DE COCODABAIA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
10532;4712100;COMERCIO VAREJISTA DE LUBRIFICANTES;;COMÉRCIO VAREJISTA;47
35682;2062200;FABRICACAO DE PRODUTOS DE LIMPEZA E POLIMENTO;;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20
35372;5232000;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
28415;0161099;OBRAS DE TERRAPLENAGEM;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
17886;9609206;SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
9089;4789007;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;;COMÉRCIO VAREJISTA;47
18215;9602502;COMERCIO VAREJISTA DE BEBIDAS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
7162;4751200;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
11178;4785701;LOJAS DE DEPARTAMENTOS OU MAGAZINES;;COMÉRCIO VAREJISTA;47
28356;0139306;CULTIVO DE CAFE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
35693;2031200;FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO;;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20
12953;4744005;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL;;COMÉRCIO VAREJISTA;47
36738;7020400;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS;;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;70
15438;4742300;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;;COMÉRCIO VAREJISTA;47
36927;9001902;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS SOCIAIS E HUMANAS;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
37212;1813001;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
28322;0153902;CRIACAO DE OVINOS, INCLUSIVE PARA PRODUCAO DE LA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
35439;3212400;FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;32
36925;9002701;AGENCIAS DE NOTICIAS;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
7615;4751200;COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA;;COMÉRCIO VAREJISTA;47
35869;4120400;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;41
28341;0151203;CULTIVO DE LARANJA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
37210;1822999;EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
8200;4781400;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;;COMÉRCIO VAREJISTA;47
15348;4742300;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;;COMÉRCIO VAREJISTA;47
28375;0111302;CULTIVO DE CAFE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28439;0151201;COMERCIO ATACADISTA DE ANIMAIS VIVOS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
18700;4511101;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
17176;8230002;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;82
24382;4221903;TREINAMENTO EM INFORMATICA;;OBRAS DE INFRA-ESTRUTURA;42
35255;5250804;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
7898;4789008;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;;COMÉRCIO VAREJISTA;47
18081;9602501;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
28430;0119999;CULTIVO DE MANDIOCA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
7159;4772500;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
37211;1822901;SERVICOS DE ENCADERNACAO E PLASTIFICACAO;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
10528;4783101;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;COMÉRCIO VAREJISTA;47
7616;4752100;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;;COMÉRCIO VAREJISTA;47
6681;4755502;COMERCIO VAREJISTA DE CALCADOS;;COMÉRCIO VAREJISTA;47
10244;4755503;COMERCIO ATACADISTA DE EMBALAGENS;;COMÉRCIO VAREJISTA;47
28413;0133408;CULTIVO DE MAMAO;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28355;0139306;CULTIVO DE MILHO;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28424;0119999;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
21083;4623199;COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;46
15338;4784900;COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP;;COMÉRCIO VAREJISTA;47
35436;3212400;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;32
6713;4781400;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
35692;2031200;FABRICACAO DE RESINAS TERMOPLASTICAS;;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20
9099;4744003;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;;COMÉRCIO VAREJISTA;47
11176;4713001;COMERCIO VAREJISTA DE ANTIGUIDADES;;COMÉRCIO VAREJISTA;47
18202;9609299;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
28414;0161099;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
10512;4744005;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;;COMÉRCIO VAREJISTA;47
9322;4789002;COMERCIO VAREJISTA DE CARNES  ACOUGUES;;COMÉRCIO VAREJISTA;47
25689;4321500;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
9090;4754702;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;;COMÉRCIO VAREJISTA;47
21084;4623109;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;46
28429;0119999;HORTICULTURA, EXCETO MORANGO;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
6647;4762800;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;COMÉRCIO VAREJISTA;47
25693;4330499;ATIVIDADES DE CONTABILIDADE;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
21085;4623109;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;46
15439;4741500;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;;COMÉRCIO VAREJISTA;47
9323;4784900;RESTAURANTES E SIMILARES;;COMÉRCIO VAREJISTA;47
7105;4763603;REPARACAO DE BICICLETAS, TRICICLOS E OUTROS VEICULOS NAOMOTORIZADOS;;COMÉRCIO VAREJISTA;47
25684;4322302;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
36939;9001902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
7427;4744001;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;;COMÉRCIO VAREJISTA;47
25701;4322301;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
18626;4541203;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
17174;8219999;FOTOCOPIAS;;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;82
28466;0152103;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28428;0121101;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28452;0154700;CRIACAO DE SUINOS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
16951;8211300;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;82
36945;9001906;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
17913;9609208;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
12988;4789005;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;;COMÉRCIO VAREJISTA;47
35689;2091600;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS;;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20
35854;4120400;IMUNIZACAO E CONTROLE DE PRAGAS URBANAS;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;41
17052;8230002;CASAS DE FESTAS E EVENTOS;;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;82
8199;4782201;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;;COMÉRCIO VAREJISTA;47
37216;1813001;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
15337;4784900;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;;COMÉRCIO VAREJISTA;47
17866;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
35330;5232000;ATIVIDADES DO OPERADOR PORTUARIO;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
36943;9003500;MOTEIS;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
36220;5829800;EDICAO INTEGRADA A IMPRESSAO DE REVISTAS;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;58
15902;4744001;MANUTENCAO E REPARACAO DE MAQUINASFERRAMENTA;;COMÉRCIO VAREJISTA;47
35279;5250802;AGENCIAS DE VIAGENS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
28373;0131800;CULTIVO DE CAFE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
37214;1813001;FOTOCOPIAS;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
22005;9313100;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93
28438;0151202;COMERCIO ATACADISTA DE ANIMAIS VIVOS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
37086;9001906;COMERCIO VAREJISTA DE BEBIDAS;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
18105;9602501;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
7107;4763603;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;;COMÉRCIO VAREJISTA;47
37786;2610800;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL, PECAS E ACESSORIOS;Eletroeletrônicos;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26
15428;4789005;IMUNIZACAO E CONTROLE DE PRAGAS URBANAS;;COMÉRCIO VAREJISTA;47
13059;4741500;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;;COMÉRCIO VAREJISTA;47
37215;1813001;IMPRESSAO DE MATERIAL PARA OUTROS USOS;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
36732;7020400;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;70
15916;4744001;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;;COMÉRCIO VAREJISTA;47
24359;4213800;SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA;;OBRAS DE INFRA-ESTRUTURA;42
25703;4322301;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
13667;4712100;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
10574;4729699;COMERCIO VAREJISTA DE JORNAIS E REVISTAS;;COMÉRCIO VAREJISTA;47
9306;4744099;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;COMÉRCIO VAREJISTA;47
9030;4751200;COMERCIO VAREJISTA DE LIVROS;;COMÉRCIO VAREJISTA;47
28435;0133499;CULTIVO DE OUTRAS OLEAGINOSAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28425;0133499;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
18273;9602501;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
25686;4321500;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
35414;5232000;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
28390;0162899;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
19347;4520007;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
7339;4744001;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;;COMÉRCIO VAREJISTA;47
9914;4783101;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
9034;4789007;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;;COMÉRCIO VAREJISTA;47
9077;4782201;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;;COMÉRCIO VAREJISTA;47
15326;4723700;FABRICACAO DE MASSAS ALIMENTICIAS;;COMÉRCIO VAREJISTA;47
7093;4763604;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;;COMÉRCIO VAREJISTA;47
36470;2599301;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO;;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;25
6661;4723700;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;;COMÉRCIO VAREJISTA;47
15463;4744004;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS;;COMÉRCIO VAREJISTA;47
22223;1412602;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14
28383;0121101;CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
21913;9313100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;93
28440;0159802;CRIACAO DE ANIMAIS DE ESTIMACAO;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
35686;2029100;FABRICACAO DE PRODUTOS QUIMICOS ORGANICOS NAO ESPECIFICADOS ANTERIORMENTE;;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20
28235;0111302;CULTIVO DE TRIGO;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28420;0121101;CULTIVO DE COCODABAIA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
8791;4752100;COMERCIO VAREJISTA DE MOVEIS;;COMÉRCIO VAREJISTA;47
25700;4321500;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
28384;0151202;CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
15892;4782202;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;;COMÉRCIO VAREJISTA;47
28362;0133404;CULTIVO DE CAFE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28357;0111302;CULTIVO DE SERINGUEIRA;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
35716;6512000;SOCIEDADE SEGURADORA DE SEGUROS VIDA;;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65
35366;5212500;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
25702;4322301;COMERCIO VAREJISTA DE MATERIAL ELETRICO;;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;43
24557;4222701;INSTALACAO E MANUTENCAO ELETRICA;;OBRAS DE INFRA-ESTRUTURA;42
16343;4729699;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;;COMÉRCIO VAREJISTA;47
16344;4789002;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;COMÉRCIO VAREJISTA;47
18754;4520005;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
28469;0152103;CRIACAO DE BOVINOS PARA CORTE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
9041;4763603;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS;;COMÉRCIO VAREJISTA;47
21603;4661300;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;46
9887;4761003;COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS;;COMÉRCIO VAREJISTA;47
8216;4742300;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;;COMÉRCIO VAREJISTA;47
18800;4512901;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
26999;8121400;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;81
38101;7500100;COMERCIO ATACADISTA DE ANIMAIS VIVOS;;ATIVIDADES VETERINÁRIAS;75
28100;0111399;CRIACAO DE BOVINOS PARA LEITE;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
28064;0133404;ATIVIDADES DE APOIO A PRODUCAO FLORESTAL;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01
21598;4661300;ALUGUEL DE ANDAIMES;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;46
19373;4530704;SERVICOS DE REBOQUE DE VEICULOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
37221;1811302;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18
