PK_InfoEmpresas;nm_razao_social;fl_matriz
16240;WILLIAN JORGE MALUF ME;sim
16244;PEDRO PINHEIRO RESENDE ME;sim
16256;AURI BENITES DE MELLO;sim
16264;COOPERATIVA REGIONAL DE COMERCIALIZACAO DO EXTREMO OESTE;nao
16253;CASA DA RACAO VETERINARIA LTDA;sim
16248;SIMONE CRISTIANE FREITAS BRUNETTI SOROCABA ME;sim
16246;KOSHIBA & AMARAL LTDA ME;sim
16453;SILVIO LEANDRO BRASILEIRO ARAUJO MEI;sim
16250;SHERWIN WILLIAMS DO BRASIL INDUSTRIA E COMERCIO LTDA;nao
16242;ASCENDINO DA SILVA ME;sim
16367;J D CIRQUEIRA VAREJISTA ME;sim
16510;GRUPO SC PROPAGANDA MARKETING E PESQUISA LTDA ME;sim
16381;NILSON COMERCIO DE MATERIAL DE CONSTRUCAO LTDA ME;sim
16372;DROGARIA MERCEDES LTDA ME;sim
16384;MARIA DILMA FERREIRA MEI;sim
16375;FABIANA TEOFILA BALDAN CAMPOS MEI;sim
16431;N P SILVA SERIGRAFIA ME;sim
16377;ANDERSON CASSANIGA MEI;sim
16389;R DE LIMA OLIVEIRA MATERIAL DE CONSTRUCAO ME;sim
16494;MACOSPO AGENCIA PARA MERKETING CONSULTING E SPORT LTDA ME;sim
16387;MACIEL COMERCIO DE COLCHOES LTDA ME;sim
16379;DORNELES & RIGHI LTDA ME;sim
16364;MINI BOX SANTAREM LTDA ME;sim
16338;F J COMERCIO DE PRODUTOS AGROPECUARIOS E REPRESENTACOES LTDA ME;sim
16346;SAUDE PURA PRODUTOS NATURAIS LTDA ME;sim
15523;ONELIA FERREIRA DE OLIVEIRA MEI;sim
16332;ADEILDO CORREIA DA COSTA ME;sim
16334;F ESSUCY ME;sim
16341;GABRIEL LYNCON NEPOMUCENA SANTOS ME;sim
11473;ALDEMIR OLIMPIO DE SOUSA ME;sim
11492;SEVERINO CALDAS SERRALHERIA ME;sim
11471;DAIANE DE JESUS SANTOS MEI;sim
16349;MARA CLARISSE SOUZA ARAUJO ME;sim
16362;CLEILSON BATISTA DA SILVA ME;sim
16370;EVANDRO CARLOS DOS SANTOS MEI;sim
16423;E L SCHMITT REPRESENTACOES LTDA ME;sim
11464;FYNE MERCEARIA LTDA ME;sim
11466;W DA COSTA LOBATO EPP;sim
16359;ELOIZA MEIRELLES DE FREITAS ME;sim
16354;C W A EQUIPAMENTOS INDUSTRIAIS LTDA ME;sim
16352;ROCHA E LUZ COMERCIO E SERVICOS LTDA ME;sim
16357;FRANCISCO VARNE DA SILVA MEI;sim
16278;CRISTIANE DA SILVA LEIVAS BARRETO MEI;sim
16403;A MARTINS FERREIRA MERCEARIA ME;sim
16394;AWALK COMERCIO DE CALCADOS LTDA ME;nao
16515;PEDRO CASSIANO NUNES DA SILVA MEI;sim
16011;A J M VIEIRA COMERCIO ME;sim
16056;EDERSON MENINO DA COSTA MEI;sim
16050;DAMIAO COSME PEREIRA MEI;sim
16053;FALCO E FREITAS MATERIAIS DE CONSTRUCAO LTDA ME;sim
16449;ALVO PAINEIS MIDIA EXTERIOR E PROPAGANDA LTDA ME;sim
7379;FRAMAGIA COMERCIO DE ROUPAS E ACESSORIOS LTDA ME;sim
16112;IRACEMA ALMEIDA MATOS REBOUCAS ME;sim
16107;BAR E LANCHONETE IOLITA ROCHA LTDA ME;sim
16115;R M DE OLIVEIRA CONSTRUCOES ME;sim
16127;CARMINATTI & CARMINATTI LTDA ME;nao
16125;F BERNARDO DE LIMA MERCEARIA & LANCHONETE ME;sim
16649;ALESSANDRA BAPTISTA PUBLICIDADE ME;sim
16930;SISECON SILVEIRA SERVICOS CONTABEIS EIRELI ME;sim
16943;ADRIANO RIBEIRO DOS SANTOS MEI;sim
16948;C R SERVICOS DE TELEFONIA LTDA ME;sim
16966;ABRAHAM MATSCHULAT AGUIAR DIGITALIZACAO ME;sim
16998;VALDIR MENDONCA;sim
16957;JOSE EUGENIO DE CARVALHO ME;sim
17006;NOUJAIN E CASTRO ASSESSORIA E CONSULTORIA LTDA ME;sim
16987;PRESEDE PRESTACAO DE SERVICOS DE DESENHOS LTDA ME;sim
16983;FLEXXCARD ADMINISTRACAO DE CARTOES LTDA ME;sim
16971;IZAQUE LOPES DE SOUSA MEI;sim
16961;ADELCIO BEZERRA SANTANA ME;sim
16969;LUSTRAMOVEIS ESTILO LTDA ME;sim
17002;AKHI TREINAMENTO COMERCIO E SOLUCOES LOGISTICAS EIRELI;sim
16848;MOSAICO COMUNICACAO E MARKETING LTDA ME;sim
16861;MARIA CRISTINA BRUNCEK FERREIRA MEI;sim
16858;CINCO ESTRELAS DIVULGACAO E COMERCIO DE BRINDES LTDA ME;sim
16850;ALDORANDO PORFIRIO DE SOUZA MEI;sim
16881;CONCIC SERVICOS DE COBRANCA LTDA ME;nao
17122;INNPROJECT SERVICOS ESPECIALIZADOS EPP LTDA;sim
16920;NANOBRAX SOLUCOES TECNOLOGICAS E PRESTACAO DE SERVICOS LTDA ME;sim
16912;ALBERTO LIMA DOS SANTOS ME;sim
17227;CK EMPREENDIMENTOS LTDA;sim
17218;VOLPE SERVICOS DE DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTDA ME;sim
17202;EC COMM COMUNICACAO LTDA ME;sim
17182;DR 5 SERVICOS DE TELEMARKETING LTDA ME;nao
16917;3D HOUSE EPP LTDA;sim
17199;RIKSON RAMALHO DE OLIVEIRA ME;sim
16928;DESPACHANTE STTIIRMER LTDA ME;sim
17097;FERNANDO BARCELLOS;sim
16924;WML REPRESENTACOES LTDA ME;sim
17094;CERES LUCIA DA SILVA CAMPOS MEI;sim
17411;VIRNA MILHOMEM MORAES ZANIN ME;sim
16903;CONSELHO ESCOLAR CHICO MENDES;sim
16893;RUBIA FILMES LOCADORA LTDA ME;sim
17402;LB FEIRAS E EVENTOS EIRELI EPP;sim
17669;SVEN KONIG FERRAZ MEI;sim
17672;CHECK ONLINE SERVICOS DE INFORMACOES CADASTRAIS LTDA ME;sim
17674;AMARAL MAIA SERVICOS PARALEGAIS LTDA ME;sim
17680;STILLO LIMPEZA CONSERVACAO E SERVICOS URBANOS EPP LTDA;sim
17658;THESIS CONSULTORIA EMPRESARIAL EPP LTDA SC;sim
17612;GANDOLFI & GANDOLFI LTDA ME;sim
17621;V & P ROSEMBERG COMERCIO E REPRESENTACOES LTDA ME;sim
17624;LOTERIA CONCEICAO LTDA ME;sim
17610;PEDRO RICARDO FERREIRA MEI;sim
17602;DAVID TEMITOPE OKUBANJO MEI;sim
17592;LUSCO FUSCO FILMES EPP LTDA;sim
17606;MARLI APARECIDA FERREIRA;sim
17616;BRENNAND ENERGIA SA;sim
17629;FELIPE CAETANO BANDEIRA DA SILVA ME;sim
17654;FG PROJETOS E MONTAGENS INDUSTRIAIS LTDA ME;sim
17662;IMAR RODRIGUES NEVES MEI;sim
17666;ELABORAR PROJETOS E MARKETING LTDA ME;sim
17652;GIULIANO ANTONIO SASSO ME;sim
17710;SOLUCAO ASSESSORIA CONTABIL LTDA ME SS;sim
7438;LUIZ CARLOS DA SILVA AUTO PECAS;sim
16873;LAFALCE ASSOCIADOS E PARTICIPACOES LTDA ME SC;sim
17715;RODARTE ASSESSORIA EPP LTDA;sim
16890;LUIZ CARLOS MACHADO MEI;sim
16870;JOSIANE NECKEL EPP;sim
17718;ALEXANDER DIAS FERREIRA CASA DE FESTAS E EVENTOS ME;sim
16864;W 3 CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;nao
16845;ABADIA SUDARIO VAZ MEI;sim
17722;SEQUETIM LOGISTICA PARA EVENTOS LTDA ME;sim
17633;ADEMIR ANASTACIO DE SOUZA;sim
17588;LOTERIA CAPITAL DA FE LTDA ME;sim
17631;INTEGRA SERVICOS DE COBRANCA LTDA ME;sim
17636;ANTONIO JOSE MORAIS DOS ANJOS ME;sim
17644;PC REPRESENTACAO COMERCIAL LTDA ME SC;sim
17707;MWP CONSULTORIA EMPRESARIAL EPP LTDA;sim
17311;AMANDA COSTA DA SILVA SOUSA MEI;sim
7445;JOAO MARTINS BORGES NETO MEI;sim
7448;LUCIANO NICOLAU PEREIRA ME;sim
17302;JORI ESCRITORIO VIRTUAL E SERVICOS LTDA ME;sim
17326;EDILSON LOURES REPRESENTACOES COMERCIAIS LTDA ME;sim
17135;TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO SA EM RECUPERACAO JUDICIAL;nao
17319;SONIA REGINA LANZONE ME;sim
17324;VANDER BATISTA MEI;sim
17313;QUALYTOOL GESTAO EMPRESARIAL EPP LTDA;sim
17305;CM MASTER VISTORIAS LTDA ME;sim
17307;MS BRASIL CONGRESSOS FEIRAS E EVENTOS LTDA ME;sim
17322;IDEAL SOLUCOES EM RECUPERACAO DE CREDITO LTDA ME;sim
17332;SUPERCRED PRESTADORA DE SERVICOS EPP LTDA;nao
17298;PVH ADMINISTRADORA E ASSESSORIA DE CADASTRO E COBRANCA LTDA ME;sim
17367;JOSE CARLOS BEZERRA ME;nao
17371;ONIX ASSESSORIA EM COBRANCA LTDA ME;sim
17354;RODRIGO DE OLIVEIRA MONTEIRO DA SILVA ME;sim
17339;RAIMUNDA CARDOSO DOS SANTOS ME;sim
17334;BBSG PARTICIPACOES LTDA;sim
17341;EUGENIO STIPP SOCIEDADE SIMPLES LTDA ME;sim
17352;CARLOS ALBERTO ESSER REPRESENTACOES ME;sim
17365;BOLA BRANCA LTDA ME;sim
17286;ROBERTO RODRIGUES DA SILVA ME;sim
17251;T Q DOS SANTOS SONORIZACAO ME;sim
17258;JOAREZ PORTO PEREIRA MEI;sim
17263;ROGERIO DE ALMEIDA COSTA MEI;sim
17249;TATIANA TEIXEIRA VAZ APOIO ADMINISTRATIVO ME;sim
17240;MAX AUTOMACAO COMERCIAL LTDA ME;sim
17232;JB TURISMO E RECEPTIVOS EIRELI ME;sim
17243;THERMODYNAMIQUE REFRIGERACAO COMERCIAL E INDUSTRIAL EPP LTDA;sim
17256;ABU DHABI TURISMO E EVENTOS LTDA ME;sim
17265;W S P PRODUCOES DE EVENTOS EIRELI;sim
17282;TOTAL LOSS CONTROL SERVICE LTDA ME;sim
17288;SUPERMERCADO ATACADO DE PROD ALIMENTICIOS VALLE VERDE LTDA ME;nao
17290;COB LTDA ME;sim
17280;IRANI PORTO DOS SANTOS SOUZA MEI;sim
17270;BELA VISTA CONSULTORIA E ASSESSORIA LTDA ME;sim
17268;PONTE AEREA OPERADORA E EVENTOS LTDA ME;sim
17275;ALEXANDRE S G GOMES IMPRESSOES ME;sim
16691;EQUILIBRIUM COMUNICACAO LTDA;sim
16701;JOYCE DOS SANTOS PEREIRA MEI;sim
16709;SILVIO JOSE FERREIRA MEI;sim
16738;SIDNEY SILVA DE OLIVEIRA MEI;sim
16743;JHD COMUNICACAO E MARKETING LTDA ME;sim
17278;JBS AVES LTDA;nao
16731;CALIPSO PLANEJAMENTO E GESTAO DE NEGOCIOS LTDA;sim
16723;OFF 5 ASSOCIADOS LTDA;sim
16715;ELIEZER ANTONIO MARINHO RAPOSO ME;sim
16728;ROBERTO ALFREDO DE SOUZA MEI;sim
16746;LUCIANA A Y MARTINS ME;sim
16688;M O CONSULTORIA E NEGOCIOS LTDA;sim
16663;ALEXSANDRO MESQUITA PEREIRA MEI;sim
16653;PROMOLOVER MARKETING LTDA ME;sim
17875;ODETE LOPES MORAES MEI;sim
16665;INFINITE POSSIBILITIES PARTICIPACOES LTDA;sim
16684;BOTIN PLANEJAMENTO E INTERMEDIAO DE NEGOCIOS EM PUBLICIDADE LTDA ME;sim
16681;OPA COMUNICACAO E MARKETING EPP LTDA;sim
17373;PATRICIA GIL BASTOS MEI;sim
17395;ROCHA & ROZARIO LTDA ME;sim
17491;MARQUES REPRESENTAES COMERCIAIS LTDA ME SC;sim
17482;LOURDES PEREIRA DOS SANTOS MEI;sim
17488;ROFATTO APOIO ADMINISTRATIVO EIRELI;sim
17495;ONTYPE PROJETOS GRAFICOS LTDA ME;sim
17498;M MIRANDA PINHEIRO PEREIRA ME;sim
17466;ROCHA CONSULTORIA EM RECURSOS HUMANOS E INFORMATICA LTDA;sim
17500;MILTON SANTOS NICOLA JUNIOR EXPRESS ME;sim
17677;HANAS CONSULTORES ADMINISTRACAO DE NEGOCIOS LTDA ME SC;sim
17463;WPONTO 2 EVENTOS PROMOCIONAIS LTDA ME;sim
17470;ARB SERVICOS E EMPREENDIMENTOS LTDA;sim
17477;EMERSON HENRIQUE DOS SANTOS MEI;sim
16669;SAT PROPAGANDA LTDA;sim
17460;DOLPHIN CONSULTORIA LTDA ME;sim
17445;JTC IND COMERCIO E EXPORTACAO DE PRODUTOS AGROFLORESTAIS EIRELI EPP;sim
17438;RAFAEL DE OLIVEIRA LIMEIRA BORGES MEI;sim
17456;GONCALVES DIEHL & CIA LTDA ME;sim
17479;JOAO BATISTA LIMA DA SILVA MEI;sim
17505;BIOMA RIO SERVICOS E EVENTOS LTDA ME;sim
17503;FREI CANECA COMERCIAL LTDA ME;sim
17427;BRUNA MATOS LIMA VIEIRA ME;sim
17390;VANESSA BELLI PORTIERI ME;sim
17398;JACQUES DOUGLAS BARBOSA TEIXEIRA MEI;sim
17387;3 G REPRESENTACOES EPP LTDA;sim
17436;MAX ROBERTO BARBOSA SANTOS MEI;sim
17379;GARFIG REPRESENTACOES LTDA ME;sim
17375;ANCAL SERVICOS DE ESCRITORIO EPP LTDA;sim
17381;REQUIMA REPRESENTACOES LTDA ME SC;sim
17383;CAVALCANTI GASTRONOMIA E EVENTOS LTDA ME;sim
17393;WORK TAX SOLUCAO EMPRESARIAL LTDA ME;sim
17400;MARIA ANGELICA SANTOS BACELLAR MEI;sim
17421;FCB EVENTOS CULTURAIS LTDA;sim
17419;J B BITTENCOURT JUNIOR ME;sim
17432;SIDINEI ALCINDO MARTINS CARNEIRO MEI;sim
17434;VBS SERVICOS DE APOIO ADMINISTRATIVO LTDA ME;sim
17417;AMILTON FERREIRA DA SILVA JUNIOR MEI;sim
17405;FRANCISCO ANTONIO CORREA DE APOIO ESCRITORIO ME;sim
17958;PRIMAFE ASSISTENCIA FAMILIAR LTDA ME;nao
17952;OZEIAS MARIANO DE OLIVEIRA MEI;sim
17969;LUIS CARLOS SANTIAGO DA CRUZ MEI;sim
17947;MAGELA & HENRIQUE TRANSPORTES E PRESTACAO DE SERVICOS LTDA ME;sim
17941;JANETE ALBINA SIMIONATO DE QUEIROZ MEI;sim
17943;ROSELI RISSIO VICENTE MEI;sim
17945;MARIA DAS DORES DOS SANTOS ALVES MEI;sim
17967;VENINA VITOR DA SILVA GUILHERME MEI;sim
17973;JOSIAS ROBERTO DE OLIVEIRA MEI;sim
7467;TIAGO HENRIQUE VIEIRA DOS SANTOS MEI;sim
7469;RONALD QUISPE HUARAYA ME;sim
18079;DAYANA DA SILVA MARTINS DE SOUSA MEI;sim
18001;ORLANDIRA REGO OLIVEIRA MEI;sim
17938;LC LAVANDERIAS LTDA ME;nao
18073;TEMPLO DA BELEZA TANILENA LTDA ME;sim
17997;JULIANA CARDOSO DE MOURA MEI;sim
17999;ROBERTA CARLA VAZ VIEIRA MEI;sim
18084;ELZA CANDIDA DE OLIVEIRA MEI;sim
17734;PRISCILA BULGARO DE CARVALHO ME;sim
17727;LDX OFICINA DE COSTURA LTDA ME;sim
17739;ROSA DO VENTO SERVICOS DE FOTOCOPIAS LTDA ME;sim
17760;R E D DE PAIVA CONSULTORIA ME;sim
7475;TRATYMI MODAS ME;sim
17743;M S BASTOS ME;sim
17748;AC SIQUEIRA SERVICOS DE EDITORACAO ELETRONICA LTDA ME;sim
17732;MARTINS SILVA SERVICOS DE APOIO ADMINISTRATIVO LTDA ME;sim
17730;SERGIO RICARDO DOS SANTOS MEI;sim
17724;H ASSUNCAO CONSTRUCOES E URBANIZACAO LTDA;nao
17755;CONTROLE SERVICOS DE INFORMATICA LTDA ME;sim
17758;JURACEMA DE SOUZA LEAO CHAVES ME;sim
17737;R&B CRED INTERMEDIACAO FINANCEIRA LTDA ME;sim
17746;EDMILSON SILVEIRA CARDOSO ME;sim
6091;LUCINALDO DA ROCHA MEI;sim
17741;AMANDA NUNES REIS MEI;sim
17750;MARIANA DE OLIVEIRA MACHADO MEI;sim
17172;TANIA APARECIDA DAVANCO ME;sim
17164;ALEXANDRE PAULO SANTANA MEI;sim
17130;ANA CELIA SOUZA DE JESUS MEI;sim
17139;MURIPAR PATRIMONIAL E PARTICIPACOES LTDA;sim
17143;SOUZA & TEIXEIRA ASSOCIADOS LTDA ME;sim
17210;E AUGUSTO DE SOUZA NETO;sim
17216;PELISSON INTERMEDIACAO FINANCEIRA LTDA ME;sim
17180;RAFAELA FRISSO BARBOSA MEI;sim
17185;2 D S PRODUCOES E EVENTOS LTDA ME;sim
17188;T SYSTEMS DO BRASIL LTDA;nao
17193;JULIANA APARECIDA GOULART ME;sim
17110;SAOLIVEIRA SUPORTE LTDA ME;sim
17106;JOSE EDUARDO DAMASIO DE LELES MEI;sim
17084;IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME;sim
17112;ROQUE MAIA REPRESENTACOES LTDA ME;sim
17115;PORTALNOVA PROMOTORA DE VENDAS E SERVICOS LTDA;nao
17099;COOPERATIVA DE CONSUMO DOS PARTICIPANTES DA ASSOCIACAO PRO VIDA;nao
17088;GERALDO EMILIO DOS SANTOS REPRES COMERCIAIS LTDA ME;sim
17086;SERANA REPRESENTACOES LTDA ME SC;sim
18106;MARIA JOSE BOMTEMPO BARBOSA MEI;sim
7483;JONI JUNIOR OLIVEIRA COSTA MEI;sim
17693;SOLUCAO EDIFICACAO MANUTENCAO E INSTALACAO LTDA ME;sim
18109;CESAR AUGUSTO DOS SANTOS HIRAIDE MEI;sim
17702;E VASCONCELOS DE MORAES ME;sim
17684;MULTIEVENTOS LTDA ME;sim
18112;RAIMUNDO DONIZETE MOTA LIMA;sim
17698;SIDNEY ESTEVAM DE OLIVEIRA MEI;sim
17700;COPESA ASSESSORIA E CONSULTORIA ADMINISTRATIVA EPP LTDA;sim
7480;SEBO GAMES INFORMATICA & ASSISTENCIA TECNICA LTDA ME;sim
18093;PAULA CAMPOS DE ALVARENGA MARCONDES MEI;sim
18097;EDMILSON DE JESUS PEREIRA MEI;sim
18099;GAYA PELUQUERIA CABELEREIROS LTDA ME;sim
18102;MESSIAS PIRES;sim
18142;ADELAINE MARIA DA SILVA MEI;sim
17540;AMORIM ASSESSORIA ADMINISTRATIVA LTDA ME;sim
18153;ASSOCIACAO DOS PARTICIPANTES DO PROGRAMA CASA DA FAMILIA RESIDENCIAL IRATI NHAPINDAZAL 2 FASE DO MUNICIPIO DE IRATI;sim
18137;MARLI ALVES DE ALMEIDA MEI;sim
18077;WILSON SILVA SANTOS MEI;sim
17519;CONCRETO PRODUCOES LTDA;sim
17531;J R REPRESENTACOES G V LTDA ME;sim
17514;DAL MORO MOREIRA & CIA LTDA ME;sim
17508;MARIA MARGARIDA RIBEIRO BENTO MEI;sim
17510;AGILY SERVICE COBRANCAS EPP LTDA;sim
17516;MONTEIRO GUIMARAES EPP LTDA;sim
7423;CAXANGA COMERCIO DE ALUMINIO LTDA ME;sim
17524;JIMMY CARTER PORTO GONCALVES MEI;sim
17528;JULIANA CRISTINA DE ARAUJO COSTA MEI;sim
17568;JONATAS SPINELLI MEI;sim
17580;A & C PRODUCOES E EVENTOS LTDA ME;sim
17534;SPH ADMINISTRACAO E COBRANCAS LTDA;sim
17586;TECOPY COPIADORA LTDA ME;nao
17558;SENA & ARAUJO LTDA ME;sim
17542;WILBER REPRESENTACOES LTDA ME SC;sim
17547;ANA AMADO GESTAO DE NEGOCIOS ME;sim
17551;ROBSON VIEIRA BARROSO MEI;sim
17153;EVERTON DUTRA NOGUEIRA MEI;sim
17987;JONATHAN FIDELES DO CARMO MEI;sim
17160;LAICE DA SILVA PEREIRA ME;sim
17983;SAYNO HAIR EPP SS;sim
17145;AVILA COMERCIO E REPRESENTACOES LTDA ME;sim
17230;MARIANA DAVID DE LIMA MAIA ME;sim
17975;GISLENE CURTTI LASTELLA MEI;sim
17170;IDEAL CRED CORRESPONDENTE CAIXA LTDA ME;sim
17222;NIL LUCK REPRESENTACOES LTDA;sim
17978;EDGARDO EMILIO ISENSEE ME;sim
17207;OBJETIVA SERVICOS DE COPIAS LTDA ME;sim
17980;CAMPOS WALLE LAVANDERIA LTDA ME;sim
17042;FECHE BEM COMERCIO E REPRESENTACOES LTDA ME;sim
17989;VICTOR HUGO SANTANA BETANCOUR ORTIZ MEI;sim
17994;CARATINGA CARTORIO DE NOTAS E REGISTRO CIVIL;sim
17065;CELSO REPRESENTACOES LTDA ME SC;sim
17992;VALDEMAR FERREIRA NUNES MEI;sim
17036;GLOBALBRAS SERVICOS GERAIS LTDA;sim
17117;HORVATH ASSESSORIA LTDA ME;sim
18140;IVONEIDE DA SILVA FLORES MEI;sim
18130;ROSALINA PEREIRA DUTRA MEI;sim
18115;JULIANA DE FATIMA NASCIMENTO VALOES MEI;sim
18125;DEIJANIRA FRANCISCA GUIMARAES MEI;sim
18120;SONIA REGINA LEOPOLDINO MEI;sim
17067;JOAO VITOR FELICISSIMO RODRIGUES & CIA LTDA ME;sim
18122;FERNANDA LIBERIA DE SOUZA MEI;sim
18135;NEUZA SOUZA NOVAES MEI;sim
17565;ARLETE CONSTANCIA DE MOURA ME;sim
17045;RAFAEL BERNARDI BISPO MEI;sim
7414;COMERCIAL CONFECCOES BRAGANCA LTDA ME;sim
17019;LAERTE NOGUEIRA DA SILVA MEI;sim
17022;PADMA ASSESSORIA TECNICA E REPRESENTACOES LTDA ME;sim
17091;PAMELA ROLDAO PEDROSO MEI;sim
17108;LUCIO FERNANDO DONIZETI DE ALMEIDA ME;sim
17147;ROSALVA GONCALVES DE LIMA E SILVA COSTA MEI;sim
17360;ELEGREN CONSULTORIA LTDA ME SC;sim
17415;ESPACO CONHECIMENTO CONSULTORIA EPP LTDA;sim
16822;MARIA ANTONIETA DE BRITO SILVA MEI;sim
18213;ROSANA DE JESUS SANTANA SANTOS MEI;sim
18225;RENATA VIETAS BAPTISTA MEI;sim
18223;EDNEIA PROENCA SARDINHA MEI;sim
18219;AETH DISTRIBUIDORA DE PRODUTOS DE BELEZA LTDA ME;sim
18221;ELISANGELA TEIXEIRA COSTA MEI;sim
18332;EDIVANIA APARECIDA DA ROCHA OLIVEIRA MEI;sim
18440;CASTRO E PERES VEICULOS LTDA ME;sim
18171;SHEILA DA SILVA MEI;sim
18353;RONALDO MATOS DO CARMO ME;sim
18368;MARCO ANTONIO DOS SANTOS MEI;sim
18185;FLAVIA APARECIDA DE OLIVEIRA VALENCA MEI;sim
18173;VIDA ATIVA ESPACO NATURISTA LTDA ME;sim
18187;CIDINEIA APARECIDA OCOPNE ME;sim
18348;GEANECY GOMES ANGELO DA SILVA MEI;sim
18328;TRASSO BORDADOS COMPUTADORIZADOS LTDA ME;sim
18382;MAYARA ALMEIDA LOURES DE OLIVEIRA ME;sim
18380;MARIA JOSE RIBEIRO LEITAO MEI;sim
18360;SONIA MARIA BACCHI ME;sim
18309;JESSICA DE SOUZA MEI;sim
18313;SILVANIRA PEREIRA NAZARE MEI;sim
18363;F & A SERVICOS E COMERCIO LTDA ME;nao
18240;ROSANGELA FERNANDES XAVIER MEI;sim
18236;LUCELIA Z SCARABELI;sim
18336;ILMAR ALBERTO DA SILVA MEI;sim
18248;LUCIANA MARIA CUNHA SILVA MEI;sim
18258;MARIA STELA ALVES GOMES MEI;sim
18346;RENATO PINHEIRO RAMME MEI;sim
18366;MARCELA HORRANA DIAS PEREIRA MEI;sim
18344;JULIANO MARQUES DE OLIVEIRA MEI;sim
7497;ANICE BUSCH SAND MEI;sim
18351;EDUARDO SOARES DEVENS ME;sim
18334;JOSE SANDREGE DOS ANJOS MEI;sim
18384;KELLY CRISTINA SANTOS DE ARAUJO ME;sim
18338;FOTO ARTE DEQUI LTDA ME;nao
18419;GISMAR DONIZETE DO NASCIMENTO MEI;sim
18256;C C A DE JESUS ME;sim
18238;SELMA DE SOUSA LOPES MEI;sim
18317;CLINICA CAPOBIANCO EPP LTDA;sim
18315;ROSILENE APARECIDA DE ANDRADE OLIVEIRA MEI;sim
18242;LAUDINEIA ALVES DA SILVA MEI;sim
18234;SILVIO JOSE DOS SANTOS MEI;sim
18244;RONALDO BENEVIDES RIBEIRO ME;sim
18390;JOSE WILSON GALVAO MEI;sim
18388;JOEL FRANCISCO GONCALVES LAGUNA MEI;sim
18266;ANDERSON MARCOS DE MENEZES SABINO TATUAGEM;sim
18386;PUGIN CABELEIREIROS LTDA ME;sim
18358;MARIA LUIZA DA CONCEICAO MEI;sim
18394;A & N ASSESSORIA EMPRESARIAL EIRELI;sim
18203;PAULA FANK MARTINS MEI;sim
18209;ADRIANA MENDES MEI;sim
18229;ANGELICA TORQUES DA TRINDADE MEI;sim
18217;DEBORA ALBINO DUARTE MEI;sim
18169;MARILZA DE FATIMA ALVES DE OLIVEIRA MEI;sim
18197;EDIANA GONCALVES MARQUES MEI;sim
18231;IVONE LEAO ARAUJO MEI;sim
18167;MARILZA MARQUES DA SILVA MEI;sim
18175;YURI COROA SANTOS MEI;sim
18193;JOAO PAULO RIBEIRO DE SOUSA MEI;sim
18178;MARIA CRISTOV MEI;sim
18183;LIGIA RIBEIRO SILVA MEI;sim
18191;ELISABETE DA SILVA OLIVEIRA MEI;sim
18180;ROSANE RODRIGUES MOTA MEI;sim
18195;PALOMA DE OLIVEIRA JARDIM MEI;sim
18207;COPPINI ASSOCIADOS LTDA ME;sim
18254;JORGE GERALDO DA SILVA GORDO;sim
18288;GISELE MARTINS RODRIGUES MEI;sim
18297;AMANDA APARECIDA RAMOS MEI;sim
18302;ALVA FLOR MAGNO TAVARES MEI;sim
18277;M ANGELA DE OLIVEIRA CABELEIREIRA;sim
18271;DEBORA REGINA ARCAS MEI;sim
18291;IVONE PEREIRA DA SILVA LOPES MEI;sim
18321;FRANCISCA EMANUELE SILVA DE ARAGAO MEI;sim
17861;CENARIO BELEZA E ESTETICA LTDA ME;sim
17855;SYNTHIA DA SILVA SOARES CHIEPPE MEI;sim
18342;ELOISE CARDOSO LOURENCO MEI;sim
17878;ADRIANA VIDA CABELEIREIROS EPP;nao
17888;RODRIGO DE PINHO SILVA MEI;sim
17902;MIRZA DE SOUZA SANTOS MEI;sim
17922;EDUARDO RIBEIRO DA SILVA LAVANDERIA ME;sim
18660;MAQ REAL COMERCIO E SERVICOS LTDA ME;sim
18643;VANILDO MENDES FERREIRA MEI;sim
17932;MARIA DA CONSOLACAO DE SOUZA MEI;sim
18645;DAYVES VERISSIMO SAMPAIO MEI;sim
18638;WAGNER ELIAS DE DEUS ME;sim
17929;PATRICIA SILVA RIBEIRO MEI;sim
18591;MF PECAS E SERVICOS LTDA ME;sim
18580;FRANCISCAR COMERCIO E REPRESENTACOES LTDA ME;sim
18633;ROBSON DA SILVA PEREIRA ME;sim
17914;NATALIA SANTIAGO GOULART ROSA MEI;sim
17926;J R DOS SANTOS CABELEIREIRO ME;sim
17846;S A R BANSI ME;sim
17792;VICENTE SERVICOS ADMINISTRATIVOS LTDA ME;sim
17788;B R Y PRODUCAO E COMUNICACAO EPP LTDA;sim
17797;MILTON FILIPPETTI FILHO MEI;sim
17799;A R BORSATO COBRANCAS ME;sim
17768;ASTER INTERMEDIACAO DE NEGOCIOS LTDA;sim
17786;E F L DESENVOLVIMENTO ORGANIZACIONAL LTDA ME SS;sim
17778;IRN ASSESSORIA EMPRESARIAL JURIDICA E COBRANCAS LTDA ME;sim
17775;LOTERIAS CENTRO OESTE EIRELI ME;sim
18640;RICARDO BERNARDES ME;sim
17780;BLOCO CENOGRAFIA LTDA ME;sim
